-313,-114
562,952
822,602
-262,-400
-168,351
724,445
-548,-541
128,-251
702,801
336,-698
-881,-551
-45,547
-152,414
-331,-619
769,-93
954,673
-228,-703
-455,897
-599,-696
-231,-859
607,719
-619,-217
696,-460
-109,-934
-577,188
434,-323
287,197
6,-91
-255,-739
441,-483
539,-87
-262,481
762,-601
-196,588
1,-112
728,763
914,-705
-14,851
42,990
897,285
-890,-895
-395,-227
127,597
282,-40
-458,-423
665,-657
479,560
581,-287
54,164
397,774
-431,-849
163,-806
-744,-694
916,824
-186,-497
901,754
980,-164
867,652
950,995
-73,-131
559,-948
-810,739
-464,814
883,462
716,-625
-943,-808
565,-175
938,-19
-820,-334
-920,-876
473,919
546,468
-854,34
780,972
-882,-433
637,305
-736,-751
871,282
589,-613
97,218
331,-257
-818,713
-515,-329
-183,-78
-917,864
-444,976
503,-527
836,-65
941,849
20,-900
798,-735
518,-122
-682,-953
294,288
644,633
10,-828
812,887
-133,-880
688,78
828,-80
279,3
927,871
-195,-111
753,213
-605,-290
573,-429
-156,-715
-537,449
317,757
-695,-536
96,-452
120,488
-27,-851
-226,-332
686,66
-604,867
306,-894
-656,508
-211,-979
-991,850
-12,-261
703,102
294,-890
412,-184
329,-67
-917,605
-809,38
-895,146
-746,-585
-194,604
-122,-738
522,-328
-315,-214
-851,-721
558,2
782,308
-205,925
503,-879
405,233
546,-172
-862,-24
-563,326
-26,533
-389,-875
311,-492
860,-117
-755,-14
-442,790
652,-635
329,-703
-901,-246
-740,384
-168,728
361,-539
-108,800
991,573
-631,0
-901,807
-974,329
79,-96
-231,-274
798,705
-548,142
-937,-799
564,-360
-443,-892
-943,-97
-190,-961
596,274
963,602
237,-950
-291,-915
651,-363
531,-915
-27,497
748,-608
393,439
-923,-201
-212,130
-586,521
-277,-920
-755,530
416,-815
537,981
-281,-398
-886,-967
-298,743
841,870
-892,656
-176,114
811,628
609,-420
-762,-626
-306,-230
-677,-573
323,26
578,946
767,-43
767,724
60,651
448,434
-489,-869
-136,-743
832,175
-149,-556
-874,-12
-274,191
-745,-292
97,-382
689,208
10,-593
674,864
-499,-695
941,-557
627,534
224,-392
-906,-274
856,-621
556,-80
48,-726
216,-748
-804,677
-926,-285
35,-829
22,-625
-494,130
-890,-839
537,900
56,-559
-771,247
878,723
113,155
-132,523
-304,-710
932,271
90,338
-922,530
-259,-854
205,-486
-940,214
427,51
807,325
-684,-657
-983,-500
-15,-876
916,-206
887,136
-957,106
-823,-362
-168,-571
-736,168
44,351
-809,415
544,484
861,858
69,-386
-713,-250
900,-86
-139,-621
-846,-929
-677,140
773,-309
-543,256
-450,363
273,973
744,561
-130,504
-790,-720
611,-297
692,-815
640,-664
-66,-964
-368,392
434,-467
318,83
851,-918
222,411
546,-999
490,-898
533,351
172,-771
883,-961
-354,296
273,-781
-235,-173
599,328
-582,-274
-969,988
-49,-239
752,709
-916,-607
328,293
-300,-468
-205,893
738,20
-888,11
420,98
290,273
-294,-162
-915,-108
-205,192
110,-545
971,453
-28,195
-933,53
-969,-31
-439,-511
-898,338
180,346
18,858
506,827
460,130
41,911
433,745
-88,-374
746,218
-610,-977
-336,859
-47,-119
-376,-348
-415,-941
113,-529
-846,-664
714,509
-246,362
407,153
484,141
-422,452
699,-685
497,598
507,729
-665,340
-523,720
123,-161
-615,-711
-878,-2
817,-726
693,-483
-104,-91
-578,-724
-600,213
464,442
-621,-428
-388,-492
-468,-844
-735,-255
894,928
255,-364
69,752
840,-701
174,-284
112,163
59,-865
-573,451
657,694
-501,385
-270,196
-201,996
-32,168
-912,569
490,163
419,-54
130,468
751,-992
-230,273
307,-724
374,-987
144,-839
-63,-685
49,939
40,731
-522,-462
-416,83
-276,896
-706,78
-193,-533
729,-243
399,-70
-565,515
729,-558
-284,234
287,-429
391,-337
831,915
-669,32
-26,583
785,264
769,268
232,-749
98,154
837,-963
-610,797
-708,-485
-991,-21
-679,-86
-644,662
940,-6
-453,-696
-732,186
596,487
987,-918
252,-342
-219,5
752,-271
-90,425
-469,-950
657,-783
618,-445
-488,290
662,676
45,-731
-293,900
-365,136
-922,-161
-368,556
806,161
432,619
-288,-364
-760,-215
-414,-791
35,-932
-975,713
-504,-965
-483,446
856,506
-503,-166
-90,288
-463,686
-443,882
-412,-895
562,142
471,505
-772,606
475,-238
-926,893
-663,-189
960,-463
-453,59
-812,-376
-129,473
530,844
-443,-831
-135,-152
-699,17
-46,-299
-503,229
-653,842
78,-3
-571,-727
-791,148
-205,933
-665,534
529,-842
-156,-847
-592,-942
695,577
-490,779
774,435
-674,-776
-931,474
-963,680
859,-77
-15,-912
75,-765
-356,-902
-799,531
-986,824
-696,833
-334,315
-240,249
-582,1
945,-68
-332,-150
-187,517
292,91
268,-368
815,417
358,-35
-741,859
-986,-384
-886,-40
-571,524
-949,832
155,-673
-242,-806
157,-101
644,998
-830,-77
879,-548
-493,526
-194,907
493,-900
701,-153
342,744
-424,585
551,-915
60,-756
-940,787
-134,-504
332,-213
266,-704
-893,845
-802,335
699,937
979,263
-784,705
-524,120
682,428
-483,814
184,864
-220,133
-227,-894
793,-167
-456,798
-824,323
409,624
721,323
678,-874
143,-961
-152,-477
-455,-494
-519,-25
-729,425
522,281
576,519
-478,67
-646,-396
392,766
-11,-641
-107,652
210,692
-260,457
689,-69
-463,-953
-388,-331
-530,-234
-721,-394
-158,603
174,-855
211,894
246,3
389,784
471,31
558,687
13,-354
914,6
159,-298
208,-708
-193,336
840,157
-268,527
208,418
-707,-807
425,-65
99,21
-521,-330
227,982
-221,-839
307,561
53,-10
283,143
754,-106
-407,-287
-349,-724
129,-48
-392,-171
889,-387
296,-216
27,641
415,-667
-790,131
553,-221
-665,437
520,853
2,-468
606,33
248,-614
-8,702
673,-51
-329,911
989,779
-795,-208
-189,-653
-553,86
-593,861
-391,731
-123,-543
764,502
-510,-61
-209,-908
-734,376
-60,-859
-809,903
-923,925
-341,534
717,-963
874,977
806,341
-394,677
904,-373
-470,-882
384,-910
-761,-707
-385,290
-286,956
954,-984
-748,-67
592,100
326,-956
57,-778
831,-381
-956,-737
-823,-121
60,110
798,-279
-554,-531
7,353
93,-528
-238,216
170,-398
482,739
255,-986
272,-182
468,262
-568,-715
-842,160
-432,556
-454,450
-411,801
-871,64
694,563
-740,360
528,-410
-979,-690
-60,-538
-134,419
-852,-706
-873,45
-492,-502
171,78
942,367
-955,-374
-379,-116
-595,757
-484,-875
-342,353
752,-439
-462,399
-884,817
-226,-555
828,82
565,-859
-342,-849
-750,-255
521,317
234,-139
871,208
214,838
761,687
491,994
-199,662
-43,-4
-268,-5
-314,891
913,587
-467,-359
8,362
385,-829
-958,-428
108,-447
459,301
508,440
-137,-473
-941,-918
561,300
383,616
-22,-842
-112,440
-800,-509
-187,942
843,-968
211,984
535,131
-404,17
-865,45
20,-548
-737,687
-407,384
35,-740
41,-617
570,864
-894,-3
-475,993
-548,179
-759,-730
-425,-2
-115,-481
-441,-356
-321,729
396,737
-205,498
-35,832
380,-511
427,-627
785,659
-382,801
-331,795
523,212
-239,313
-597,-431
-12,524
420,444
598,-100
588,901
937,-595
347,35
617,52
158,575
289,155
-708,-302
-299,-436
-464,-233
863,545
181,185
45,638
-130,371
-139,528
245,320
-659,-647
-767,-75
385,-294
-46,-53
-418,-781
479,56
-911,238
-817,510
853,79
433,-170
-23,207
-48,-627
-436,666
733,-300
708,115
954,70
63,-212
646,-715
946,214
255,637
-821,957
366,-912
-530,-723
-163,594
993,-867
-641,-328
267,837
-604,-388
-747,815
322,-394
-38,-910
-418,-696
912,-775
-892,554
609,420
-658,-376
-755,1
633,-629
-125,634
166,-921
-387,534
-790,-822
32,-662
467,120
-502,867
729,920
-237,887
675,537
-248,-15
-809,-629
-262,-370
457,782
723,940
-706,-826
530,-829
-709,-78
-849,575
490,-836
-543,244
-966,-594
427,7
-504,422
-788,610
371,-982
-314,-241
-31,-114
-938,45
397,810
-793,-452
-897,-893
-745,585
34,345
640,-836
737,799
451,-621
-200,-969
-896,-797
-27,605
-395,625
776,-261
-230,-753
322,846
-110,-101
-702,363
-500,354
-281,682
982,-523
209,-150
132,-885
-283,776
370,-372
-110,-31
562,68
-655,175
-779,-564
-114,-456
-21,-162
-535,738
-541,-438
545,784
-31,788
-101,-529
-119,-651
-815,765
-294,103
520,-512
788,67
-669,-453
437,954
-104,663
-243,514
-755,-138
-112,432
-281,-959
628,-641
82,-666
607,-795
170,820
-290,523
629,-302
-603,-886
-482,747
-76,734
334,-363
-315,467
219,479
-522,566
-507,744
-786,532
-308,921
-948,-593
-343,-972
-703,-318
-892,287
681,803
-686,63
-439,256
-171,-628
-320,-70
239,-148
-211,-920
-503,-707
915,526
-468,723
355,-297
391,-950
533,677
535,302
-155,-51
452,569
777,536
-585,-937
89,197
859,-538
141,131
456,371
965,-890
203,-841
-133,-407
49,271
66,697
525,316
-815,67
533,-489
-777,-607
-277,901
-53,-123
67,298
913,133
-989,386
-318,-372
537,-509
-430,614
-900,-248
512,-831
-31,-126
870,-783
217,-255
229,161
-779,-41
-154,-558
170,306
54,-495
-939,928
-768,-679
-712,846
222,-293
-751,-340
977,-978
644,54
124,-966
740,-1000
736,-926
-674,937
-154,-246
39,124
-121,235
807,-34
727,-900
-333,-713
-244,807
-568,589
253,353
693,-850
72,838
-343,-537
-9,-135
-497,38
600,-745
-991,-904
-887,-253
729,254
259,404
36,-35
-977,-426
-316,-56
336,-370
20,321
921,606
117,996
267,290
-601,513
-411,373
38,-772
632,571
419,-265
834,-778
-672,749
713,-211
139,-558
-764,-500
-825,325
669,761
-477,-712
806,-947
-813,-905
-124,345
474,185
-555,-800
-132,234
-720,-159
-929,156
-357,-472
252,-118
665,-131
144,86
122,-388
-747,367
573,-781
-396,862
416,739
906,355
-136,476
-997,-835
559,-843
-483,-341
190,-861
-240,756
827,724
410,378
-32,-105
-483,-206
754,-183
-541,81
320,282
-711,584
-108,459
-117,373
129,-454
695,344
609,785
-197,146
-872,-390
797,-172
-431,-350
-772,627
-383,561
-231,-602
349,-195
-971,-964
161,-865
-130,185
461,862
326,981
-479,577
221,390
231,-846
-556,491
826,-613
-614,-758
357,-606
-899,-983
177,-464
-830,-502
-419,-43
734,-850
388,0
-422,607
473,-905
524,298
536,741
251,71
115,647
-560,649
-227,456
-794,-329
952,61
-651,61
479,-1000
775,3
650,249
-17,608
-367,31
919,304
-514,-536
84,-167
-725,-477
357,856
-919,443
-105,929
807,834
-547,-284
377,-911
-892,-243
592,550
673,-306
704,-760
988,-808
150,61
-392,352
762,-681
-347,852
-175,484
564,887
59,-151
22,-78
-705,-221
-699,-570
496,-750
-256,-379
-983,-637
339,-559
579,-897
868,58
579,-873
832,-547
707,-274
-240,815
780,692
-772,-271
-831,825
458,64
476,953
-126,-190
292,-599
-249,-12
893,703
486,917
830,-405
-536,-945
268,32
273,115
-289,-64
194,241
-495,-37
904,171
647,500
604,693
-409,101
219,360
-717,-845
248,-637
-861,748
317,899
423,-668
-473,-664
386,-44
359,753
164,926
587,201
300,888
184,144
-948,310
219,625
-293,948
-885,-32
584,590
888,-70
178,659
-486,97
833,564
-361,-589
-29,757
-872,-258
949,612
89,675
2,-107
-507,963
-807,-133
-757,875
941,-931
-35,-432
303,635
753,-496
-16,-403
843,-928
-270,-293
-106,666
-352,-469
357,462
187,192
419,-183
-480,-356
-510,-524
217,556
-387,217
-183,-38
414,-42
-121,-550
-707,-477
-515,-922
14,-803
987,70
-334,-910
-254,662
187,808
114,-861
-581,-239
339,62
309,-26
-162,-406
196,-159
-779,991
-110,-32
-346,702
-983,943
-613,747
-984,682
-839,-729
-734,-53
-957,-300
669,502
72,463
-250,649
-134,355
145,57
-62,-396
-339,66
-103,-265
793,-604
687,-219
0,-455
-164,-686
-369,-362
959,903
678,225
-179,-603
15,75
753,-227
-13,36
218,90
99,-514
-483,195
-479,-133
400,689
-957,248
141,902
510,839
-119,627
930,-839
-211,277
-392,-186
928,-745
460,-296
165,-990
-83,-497
327,136
-72,-706
-115,862
-786,760
-520,-214
863,-659
-589,-39
-474,751
-609,-172
-159,-638
-221,922
-918,180
149,-944
-913,952
765,-614
-638,-490
-2,697
209,121
673,342
-175,584
-23,-288
-315,644
-470,-998
-913,575
371,-314
-281,-865
-676,-844
364,-669
-666,-300
-668,-104
-82,-324
-355,-135
-961,733
421,-209
-790,575
808,-476
793,-280
923,912
-113,-34
-507,-33
988,992
-154,-148
893,644
-446,142
-964,397
-788,982
386,-586
-594,-170
246,669
-530,103
471,26
-613,162
-979,-437
267,-765
289,-495
417,-715
-445,-278
-46,-747
526,824
31,-59
496,896
-217,-399
-239,687
-325,182
583,-350
430,-972
-481,69
843,280
-711,-350
-655,343
-218,653
-462,-500
-151,908
-437,773
-324,354
-917,-127
-211,-580
354,809
87,-954
-144,-138
684,425
637,596
-843,-443
7,492
157,-332
443,-784
-457,-626
98,-194
-495,-500
251,-576
199,-900
-886,-240
-667,-624
322,-31
-153,-379
-8,-863
-355,-378
-479,-981
70,616
-240,-303
-622,854
892,-352
770,-167
818,-345
-224,-472
698,-728
195,910
-17,-566
622,898
-101,-857
208,-226
917,429
-564,737
-884,526
-368,-764
-291,654
-656,-913
89,464
412,-883
313,571
-681,-703
-983,508
117,206
-663,74
-351,-968
-858,465
48,-442
-164,22
-881,-935
395,826
613,-690
-53,-504
817,-213
690,187
-635,464
860,278
-796,298
-390,246
453,-903
694,752
9,921
-437,634
-917,-370
883,647
700,882
413,269
-309,-839
866,-621
-706,354
642,32
-917,46
-842,83
-139,624
694,-686
-188,-739
-30,132
851,-42
-996,455
-456,670
-297,164
729,-689
717,191
-130,-424
718,730
-862,-598
-299,-11
34,410
40,885
-138,-900
-734,-404
-137,-66
96,-670
-841,-855
-722,646
-175,-553
-622,551
388,-810
642,183
-866,109
237,-620
144,901
965,112
422,935
-614,671
143,647
346,263
647,182
-150,763
442,694
739,-277
24,-94
487,-274
421,-916
-926,162
416,-830
324,379
778,-115
275,-788
354,735
-878,-164
-842,979
509,307
504,-396
899,-35
567,546
312,-472
843,535
-976,408
-917,976
-414,880
156,372
-482,-159
-184,-188
223,959
308,-30
-139,209
-313,-716
-608,-78
171,-420
-62,-498
596,-601
-753,441
-261,-596
966,978
-184,-125
-858,-626
936,353
-312,886
602,779
-596,924
832,917
-275,-795
92,268
411,808
-377,-635
-529,-963
984,456
-152,-804
-905,-943
533,29
-788,-428
901,-238
-18,-417
546,-956
-315,437
-62,-845
-270,308
499,459
280,-770
426,541
530,519
-886,-87
243,761
-29,405
223,-91
466,511
809,-104
63,-964
119,710
-279,992
734,924
595,-233
301,-827
155,-623
-245,246
60,-627
-360,146
891,-141
435,98
-124,-655
408,191
873,-426
322,-569
-60,746
161,938
-709,487
520,763
-687,383
115,-712
657,-819
789,-570
-46,-861
106,862
-857,-380
-941,-155
-983,-241
-28,226
-172,796
-411,-963
-56,616
-693,599
761,873
19,279
671,-690
-776,-760
-595,909
-662,-537
908,810
718,704
-534,154
-40,-21
-625,-852
-748,-681
663,263
-851,-686
20,-214
-129,-350
315,217
592,-557
630,-985
171,-572
-265,-746
-108,-108
675,-370
740,-840
-857,374
-101,624
534,928
31,183
-330,-624
-399,378
310,858
-38,-478
508,861
2,516
7,-337
739,137
-540,614
-96,-22
-824,164
-11,-933
-330,330
495,74
554,-989
579,-894
-562,79
-71,-605
-978,-539
217,913
644,-211
713,263
-211,115
-803,-269
526,362
18,916
31,-533
900,-4
-16,957
-209,95
387,-26
5,712
-370,-538
124,-677
285,-403
65,-422
-810,712
-277,-14
-519,-880
-140,-311
-9,908
624,-629
622,-891
657,850
-287,872
824,-599
-862,884
-441,-827
714,-861
-332,-490
-959,-691
189,226
-982,-362
413,-658
-475,780
-402,634
70,284
49,-283
180,219
197,785
715,-934
30,431
441,-631
-111,-309
-208,-491
-539,701
-537,880
756,740
-372,930
-518,-5
702,627
-663,533
-558,926
-183,48
920,213
-222,669
-282,-880
80,248
160,56
-999,931
-627,-815
768,793
-554,233
533,-11
-692,-153
-871,-70
277,506
555,369
-188,-458
167,-352
-906,343
-666,368
810,-845
-903,-605
-93,692
955,589
397,505
46,-340
-968,375
539,-780
-455,663
20,-564
-89,660
453,-373
939,734
995,-507
400,349
217,326
239,-329
687,164
-833,-937
108,597
-274,-867
-484,797
-517,416
-927,870
99,241
-633,685
748,-325
700,742
-643,161
-270,56
532,-741
-87,-334
-944,225
807,201
-935,-418
775,669
673,-245
217,-100
-62,73
406,-168
30,204
-815,-70
38,326
444,-595
503,-699
-689,709
556,581
601,319
-762,-576
392,-401
352,150
674,-537
956,56
850,294
495,-482
-644,678
768,903
-268,-199
131,824
-476,493
-82,-190
-963,-367
880,516
346,-977
-547,521
-449,587
501,-730
348,-10
-28,870
-487,-878
866,990
877,-569
-15,670
31,-407
969,77
796,-504
986,69
-842,657
263,-52
-518,188
354,952
-959,-355
-368,773
82,134
-623,696
735,980
-422,-973
21,830
322,-39
583,-312
344,849
-77,717
18,870
121,936
-30,-74
-280,132
-489,-300
212,163
-635,-326
135,-3
13,-726
870,-557
556,-181
-726,-880
258,-732
-365,695
912,676
850,-389
84,561
593,-731
-667,711
-629,-647
877,227
624,548
-158,465
105,-567
-866,-316
332,-605
-470,-397
273,-225
-605,864
998,-587
952,-583
-666,-414
-769,-4
-238,-505
-63,304
-928,-313
-838,-517
-61,439
-415,-870
-485,-398
349,771
-94,-356
-313,-865
-774,269
-490,678
20,-451
-347,928
208,-409
945,125
-936,-856
372,625
-810,588
817,734
909,-604
451,-790
566,50
471,139
-941,-154
-972,808
862,-417
-710,-342
-711,-611
234,-265
25,-316
-132,917
-289,-54
-42,401
460,-888
-603,41
-54,832
-134,527
-546,-65
273,-973
639,-668
394,-828
-28,676
-598,367
61,-95
-182,-779
835,602
351,460
-1000,871
952,547
-931,210
167,85
690,-273
-723,108
228,-344
-592,-971
76,495
-576,984
-510,485
-672,-75
634,-566
-326,419
-96,932
426,734
-34,-353
-502,-359
-248,-431
999,787
-163,-72
-117,728
27,-115
275,387
-569,585
208,-93
-255,-594
-724,-839
-27,-291
-853,-889
905,-358
-659,-550
-521,-898
62,-950
-951,918
733,-414
757,-531
989,-435
-249,395
-142,-750
332,972
868,994
432,-114
994,296
253,548
-94,-522
-462,-357
-715,253
285,-53
-960,-172
-70,405
-220,623
-868,118
520,605
788,-570
324,75
-514,469
966,454
-733,455
680,-650
-973,-815
520,-904
281,-446
-474,-545
-333,775
-658,-142
-667,961
989,103
-347,-228
979,-655
706,839
967,505
742,-11
762,401
0,820
-477,-28
-506,-630
-828,708
872,699
-294,-44
-418,72
240,944
-200,767
364,-735
-130,-527
720,169
-186,-552
675,-834
2,-196
628,842
855,-474
-396,-164
396,335
-117,647
-507,-204
-98,-349
-382,-340
537,532
-832,975
85,-399
909,43
-527,-653
-507,-556
911,462
922,631
193,-633
742,780
-425,-793
-747,-535
621,-557
332,-638
949,-706
-541,507
-279,-414
-323,-279
-993,178
379,494
847,-932
-948,494
-493,-359
-192,-153
-770,-554
-803,262
801,-840
699,-754
735,25
29,141
-981,-676
-314,941
480,-257
617,-22
-282,331
-8,-804
912,893
-889,808
873,213
758,-183
-342,-899
354,-414
754,880
57,-32
155,-611
651,-52
747,230
-667,-662
120,618
-351,-680
-383,-900
474,954
997,402
-411,-3
293,-235
620,-674
228,119
-771,-544
-759,-462
185,-846
814,364
-661,473
425,-50
962,733
435,-749
292,-766
-92,339
-264,37
465,-327
-41,-59
-140,-65
-666,-775
248,-306
-74,-873
-86,-356
393,-811
711,-924
627,456
303,-904
-268,-602
-732,292
-578,-290
-649,-435
539,927
444,-670
819,162
654,579
-334,945
-243,754
-571,-142
587,-345
527,-536
21,300
571,-985
765,-477
-882,-186
439,-426
-56,338
-187,-708
-376,751
380,-565
642,-225
335,-83
-988,-430
-31,713
744,550
76,-21
550,-629
-813,-365
677,798
-290,-192
-578,206
-67,345
695,220
-327,-646
-554,791
803,-146
-893,493
-551,402
-462,628
358,-5
962,-818
159,-391
122,203
946,-120
-200,99
-358,42
866,959
380,350
840,-88
155,66
-842,-501
470,765
876,842
742,696
-141,325
416,980
72,-179
579,-566
608,542
-909,-93
-640,139
282,-167
968,970
-360,196
542,189
-980,169
302,324
200,742
238,-905
-8,275
-252,299
-582,917
15,-732
655,922
924,-588
26,-857
-637,975
-514,46
-714,-750
-221,-807
-841,-865
658,-505
-113,582
105,-447
88,33
68,-604
590,-410
732,147
-100,940
-283,-735
-310,992
-420,-446
353,-175
-116,468
-95,-676
-228,-117
-916,-909
-199,983
-101,545
197,-882
-873,-335
289,-547
-887,42
-316,-894
829,98
-255,-390
162,-964
568,994
960,157
322,624
-534,-99
-890,-830
-711,164
270,-585
185,338
-105,-895
458,381
289,-687
-478,-362
900,-826
-903,55
588,-221
-87,846
798,-115
-84,-222
663,-957
141,-999
758,636
969,797
799,886
572,-63
-797,-487
120,-923
-311,-136
397,118
714,-237
954,152
788,641
121,575
880,-654
210,616
292,313
-734,878
-830,-218
202,59
198,198
200,-518
-630,-426
701,-216
969,-992
-507,-729
287,-222
910,91
669,276
533,-369
210,-923
-182,244
-510,610
-517,-277
-735,644
-180,-343
-39,728
744,430
-938,-629
209,776
-587,-818
-174,-640
904,431
351,-341
-891,-32
407,175
-218,27
960,-829
891,-629
807,157
977,596
-315,202
-597,660
-74,624
-535,92
632,281
626,-940
-624,955
-885,819
-75,-620
-822,-835
-52,421
225,927
617,-845
101,-614
979,-350
946,409
-658,-817
539,-547
873,54
323,405
875,510
-682,-260
-388,-326
877,-66
33,66
-375,-278
67,-275
-546,392
-330,737
859,736
-665,-682
841,555
448,229
469,-154
315,-698
715,520
-613,-963
-636,134
-602,777
-989,432
-236,-334
996,257
-359,71
755,888
-592,165
-671,-176
991,-919
-376,-1000
-954,351
-37,-564
-517,-473
-891,-200
899,-637
-338,202
102,-614
-124,-793
-269,599
308,512
542,975
568,-338
603,-72
-843,-140
22,-11
-856,189
-697,943
-451,-249
-470,-325
-197,-963
731,-599
-306,524
307,-310
849,187
346,743
-798,-176
-636,-792
679,425
-91,-498
655,-539
484,634
-71,507
387,-936
-812,-255
-958,639
-687,-756
833,76
115,269
-101,84
-884,125
87,-122
-798,390
-240,-162
33,-699
720,-663
766,23
-617,505
-630,832
-198,-688
-174,367
-171,-608
-980,543
-494,-261
-304,329
-988,58
-847,-995
455,439
963,409
-929,-42
603,539
-67,896
-919,-681
-978,499
31,-97
-655,-579
307,-652
612,340
2,-374
469,684
863,923
-533,-860
310,739
82,132
718,-350
-250,-97
321,709
587,256
509,281
-396,-28
-210,-648
274,222
-184,561
-203,759
643,525
-768,-555
-396,-253
-538,-275
349,-358
703,-918
809,-111
140,-817
317,75
-666,-269
-304,-924
154,724
441,-849
-598,-885
-390,-723
445,0
797,759
-459,251
502,-236
267,-307
-370,611
339,44
149,845
369,522
-922,-41
-550,993
404,712
-491,896
233,-824
-543,-66
-246,570
-87,-331
114,-388
479,-914
674,-64
283,-608
-468,3
-660,237
-217,-860
-977,86
-365,883
576,413
-203,-823
188,-164
548,-626
186,-175
-773,163
-977,216
-610,-534
973,291
424,-83
862,15
-795,750
-797,-184
52,-770
581,-43
664,68
275,-445
251,-277
-443,-911
155,619
-147,-519
404,835
-314,711
-717,-247
-233,154
-482,-25
555,-830
-316,991
433,-622
-603,-364
135,-939
-548,-750
671,-907
627,-691
-874,-379
795,-203
475,-385
27,-769
87,415
923,-391
-572,-572
-502,954
849,465
627,400
-258,19
-110,631
-970,987
-919,-830
826,-193
-878,912
176,401
877,-348
-418,-60
765,332
-271,473
549,-186
-157,878
-578,116
731,803
653,271
-764,-167
815,205
892,-97
-692,-940
-845,853
-15,-233
8,541
-303,-537
541,948
580,180
-546,-528
-361,52
702,270
-769,-585
-908,-397
712,-307
542,-964
174,920
-419,602
104,508
303,388
-282,869
-189,501
-364,-322
-837,-892
206,438
-415,-722
-198,660
-89,-212
750,-623
623,971
226,593
-640,-885
-532,293
-463,-616
-250,-312
803,914
-865,-171
596,407
12,469
456,-268
222,-493
363,-735
86,989
603,-101
808,-12
304,-544
-985,-701
564,-451
678,679
-562,639
-691,-469
-339,778
-4,694
278,-947
-47,20
-964,-784
478,-620
-711,-691
-860,614
934,74
-812,-116
302,-533
51,-849
-54,957
816,-428
-520,-455
922,859
987,-444
635,-698
0,527
-486,197
58,224
577,138
660,315
551,-701
-622,866
-639,362
-361,207
-63,721
650,-933
-786,-46
-451,93
-82,579
233,90
117,-916
-522,-239
645,-288
622,-173
-848,-802
692,-402
992,-846
-216,829
941,-313
-322,154
872,806
249,-637
-942,768
-815,348
-406,882
-823,-672
-241,-938
513,460
600,573
-996,671
823,691
498,-5
